Age_Group,City,Income_Range,Top_Speed_kmh,Range_km,Price_INR,Company_Model,Preference
middle-aged,Kolkata,70k-90k,78,53,53967,Mahindra,1
middle-aged,Pune,50k-70k,42,96,71843,Kawasaki,0
young,Mumbai,90k-110k,40,69,82967,TVS,0
young,Kolkata,50k-70k,63,111,117551,Yamaha,0
young,Delhi,90k-110k,66,118,197893,Honda,1
old,Bangalore,70k-90k,48,85,188345,Mahindra,1
old,Bangalore,50k-70k,64,51,188507,Yamaha,0
young,Delhi,50k-70k,37,51,123360,Mahindra,1
young,Bangalore,90k-110k,56,125,167313,Suzuki,0
middle-aged,Mumbai,70k-90k,63,125,145545,Yamaha,1
old,Ahmedabad,30k-50k,71,114,52720,TVS,0
old,Ahmedabad,30k-50k,78,72,185918,TVS,0
middle-aged,Kolkata,50k-70k,66,72,61194,KTM,0
middle-aged,Kolkata,90k-110k,67,83,80833,Honda,0
middle-aged,Hyderabad,90k-110k,64,58,193598,KTM,0
young,Pune,90k-110k,76,63,111381,TVS,1
young,Ahmedabad,70k-90k,41,54,185822,Bajaj,1
young,Kolkata,70k-90k,35,62,122972,Hero,0
young,Delhi,70k-90k,63,75,94711,Honda,0
young,Delhi,30k-50k,74,92,59210,Mahindra,1
old,Mumbai,50k-70k,65,117,176903,Hero,1
old,Delhi,70k-90k,53,70,155174,Yamaha,1
old,Ahmedabad,50k-70k,76,62,73669,Suzuki,0
middle-aged,Ahmedabad,90k-110k,64,119,167199,Hero,1
old,Pune,70k-90k,74,106,89227,Yamaha,0
middle-aged,Kolkata,70k-90k,50,56,176596,Royal Enfield,1
old,Pune,70k-90k,72,116,151658,Kawasaki,0
young,Hyderabad,50k-70k,53,102,47190,Mahindra,0
old,Mumbai,30k-50k,35,62,122972,Hero,0
young,Mumbai,30k-50k,70,63,64460,Mahindra,1
young,Kolkata,90k-110k,53,93,155769,Royal Enfield,1
old,Chennai,50k-70k,68,127,99244,Yamaha,0
old,Kolkata,70k-90k,54,65,74628,KTM,0
young,Mumbai,30k-50k,42,72,114248,Mahindra,1
middle-aged,Ahmedabad,90k-110k,55,56,179091,Honda,1
middle-aged,Ahmedabad,30k-50k,68,79,135038,Honda,0
old,Chennai,50k-70k,59,76,132553,Bajaj,0
young,Kolkata,90k-110k,42,124,139044,TVS,0
middle-aged,Kolkata,50k-70k,70,65,128932,Kawasaki,1
old,Chennai,90k-110k,68,104,188811,Hero,0
old,Chennai,50k-70k,37,57,48761,TVS,0
young,Bangalore,70k-90k,63,80,159158,Kawasaki,1
middle-aged,Ahmedabad,70k-90k,40,93,76940,TVS,1
old,Pune,50k-70k,57,109,44559,KTM,1
middle-aged,Hyderabad,50k-70k,62,72,143714,Hero,0
old,Ahmedabad,30k-50k,74,94,72690,Mahindra,1
old,Chennai,30k-50k,70,75,114467,KTM,0
middle-aged,Ahmedabad,90k-110k,41,103,159436,Royal Enfield,0
middle-aged,Ahmedabad,50k-70k,67,108,199384,Bajaj,1
young,Delhi,50k-70k,56,126,95514,Yamaha,0
young,Chennai,50k-70k,70,98,159080,Mahindra,0
young,Mumbai,30k-50k,72,67,108068,Bajaj,1
young,Hyderabad,30k-50k,65,117,68976,Suzuki,1
middle-aged,Chennai,70k-90k,75,81,190109,TVS,0
young,Kolkata,90k-110k,77,121,192199,KTM,0
middle-aged,Delhi,30k-50k,75,88,124618,TVS,0
old,Hyderabad,90k-110k,35,88,116377,KTM,1
middle-aged,Ahmedabad,90k-110k,53,96,81412,Yamaha,1
young,Hyderabad,30k-50k,45,92,192345,Yamaha,1
middle-aged,Chennai,50k-70k,53,111,145398,Kawasaki,0
middle-aged,Delhi,50k-70k,51,117,103567,TVS,0
middle-aged,Pune,70k-90k,57,78,185774,KTM,0
middle-aged,Hyderabad,50k-70k,58,70,90705,Royal Enfield,1
middle-aged,Hyderabad,50k-70k,59,124,117169,Suzuki,1
young,Bangalore,30k-50k,77,118,146364,Kawasaki,1
middle-aged,Delhi,90k-110k,62,119,99989,Honda,0
young,Kolkata,50k-70k,50,72,144326,Bajaj,0
old,Bangalore,30k-50k,62,126,104726,Bajaj,0
middle-aged,Chennai,90k-110k,62,62,130590,Bajaj,1
old,Pune,30k-50k,74,66,95369,Bajaj,0
young,Hyderabad,50k-70k,60,63,190965,Kawasaki,0
middle-aged,Pune,50k-70k,77,127,70613,Hero,0
old,Hyderabad,30k-50k,62,66,95370,Hero,1
young,Pune,70k-90k,43,95,93950,Bajaj,1
old,Delhi,90k-110k,68,81,156150,TVS,0
middle-aged,Bangalore,90k-110k,70,73,54532,KTM,0
middle-aged,Chennai,50k-70k,58,104,72552,Kawasaki,0
middle-aged,Pune,30k-50k,49,92,138415,Royal Enfield,0
young,Ahmedabad,30k-50k,64,70,115185,TVS,0
old,Ahmedabad,50k-70k,36,81,162371,Royal Enfield,1
young,Pune,30k-50k,65,111,180986,Hero,1
old,Pune,50k-70k,37,82,169695,Kawasaki,0
young,Pune,70k-90k,63,103,184547,TVS,0
middle-aged,Chennai,90k-110k,64,72,100221,Hero,1
old,Delhi,70k-90k,76,122,89802,Hero,0
old,Pune,30k-50k,78,71,143468,Royal Enfield,1
old,Pune,90k-110k,39,74,173789,Bajaj,0
young,Delhi,50k-70k,55,95,57703,Kawasaki,1
middle-aged,Bangalore,50k-70k,36,77,183471,Kawasaki,0
old,Delhi,90k-110k,42,98,75017,Royal Enfield,1
young,Chennai,70k-90k,51,76,151292,Bajaj,0
old,Ahmedabad,70k-90k,49,87,111853,Mahindra,1
middle-aged,Kolkata,50k-70k,61,78,167862,Yamaha,0
old,Hyderabad,30k-50k,69,106,145126,Mahindra,0
middle-aged,Bangalore,50k-70k,36,111,115934,Kawasaki,1
young,Kolkata,30k-50k,49,103,81500,Yamaha,1
young,Ahmedabad,30k-50k,51,72,161827,Hero,0
middle-aged,Ahmedabad,90k-110k,56,102,93810,Bajaj,1
middle-aged,Pune,90k-110k,78,69,47088,Mahindra,1
young,Kolkata,50k-70k,58,115,116594,Suzuki,1
middle-aged,Chennai,90k-110k,67,81,66694,Kawasaki,1
middle-aged,Kolkata,50k-70k,38,66,82712,KTM,1
old,Mumbai,90k-110k,73,84,107755,KTM,1
young,Bangalore,70k-90k,75,87,90728,Honda,0
young,Ahmedabad,70k-90k,49,53,123360,Bajaj,1
middle-aged,Chennai,70k-90k,43,94,193328,Hero,1
middle-aged,Delhi,90k-110k,75,113,179958,Yamaha,0
middle-aged,Ahmedabad,30k-50k,38,60,90835,Honda,0
young,Hyderabad,90k-110k,70,80,102645,Mahindra,0
old,Chennai,70k-90k,51,101,112936,Honda,1
young,Delhi,50k-70k,41,63,73877,TVS,0
old,Chennai,30k-50k,56,126,138455,Suzuki,1
middle-aged,Mumbai,70k-90k,45,108,155259,KTM,1
young,Bangalore,90k-110k,43,101,114404,Bajaj,1
old,Pune,50k-70k,72,103,138547,Kawasaki,1
young,Pune,90k-110k,46,110,84969,Honda,1
old,Kolkata,50k-70k,50,123,193634,Suzuki,0
old,Hyderabad,70k-90k,77,69,44840,Honda,0
young,Chennai,50k-70k,54,78,122784,Bajaj,0
middle-aged,Bangalore,50k-70k,61,86,75819,Yamaha,1
young,Bangalore,50k-70k,38,110,91013,Kawasaki,1
middle-aged,Bangalore,70k-90k,74,105,160047,Hero,1
old,Bangalore,50k-70k,56,101,80787,Yamaha,0
old,Bangalore,90k-110k,44,85,152241,Yamaha,1
young,Hyderabad,30k-50k,63,105,195872,Kawasaki,1
young,Kolkata,90k-110k,59,96,184749,Kawasaki,0
middle-aged,Pune,50k-70k,73,97,124729,Royal Enfield,1
middle-aged,Kolkata,50k-70k,38,108,112359,Royal Enfield,1
young,Chennai,70k-90k,61,112,146621,Bajaj,0
middle-aged,Pune,90k-110k,42,124,183593,TVS,0
middle-aged,Pune,50k-70k,69,126,110425,Kawasaki,1
young,Ahmedabad,70k-90k,53,127,121658,TVS,1
young,Delhi,70k-90k,43,106,143273,Bajaj,1
old,Chennai,70k-90k,71,89,176425,Mahindra,1
old,Hyderabad,70k-90k,38,92,194943,Yamaha,0
young,Bangalore,50k-70k,70,63,79010,Honda,0
old,Delhi,50k-70k,52,51,53491,Kawasaki,1
middle-aged,Pune,70k-90k,68,101,129374,Yamaha,1
young,Hyderabad,70k-90k,59,70,93434,Bajaj,1
old,Hyderabad,90k-110k,71,51,100921,Kawasaki,0
young,Chennai,70k-90k,41,121,133405,KTM,0
old,Delhi,70k-90k,58,51,135103,KTM,0
young,Pune,50k-70k,71,89,176425,Mahindra,0
middle-aged,Kolkata,30k-50k,72,89,139494,Hero,0
old,Bangalore,90k-110k,35,107,59733,Suzuki,0
young,Hyderabad,50k-70k,69,117,114077,Bajaj,1
middle-aged,Delhi,70k-90k,68,105,130784,Suzuki,0
old,Mumbai,70k-90k,44,83,176659,Yamaha,1
old,Ahmedabad,70k-90k,60,123,121225,KTM,0
young,Ahmedabad,90k-110k,75,110,99401,Royal Enfield,0
middle-aged,Bangalore,70k-90k,58,100,189457,Kawasaki,0
young,Kolkata,30k-50k,64,70,198841,Royal Enfield,0
old,Kolkata,90k-110k,71,74,58260,Mahindra,0
young,Chennai,90k-110k,54,125,180149,Kawasaki,0
young,Hyderabad,70k-90k,47,55,91779,Hero,1
middle-aged,Pune,90k-110k,39,74,173789,Bajaj,0
middle-aged,Mumbai,90k-110k,44,59,134365,Yamaha,1
old,Delhi,30k-50k,47,72,142315,Bajaj,0
middle-aged,Hyderabad,50k-70k,71,114,52720,TVS,0
young,Chennai,30k-50k,54,120,63464,Mahindra,0
old,Kolkata,50k-70k,45,64,151561,Yamaha,1
middle-aged,Delhi,30k-50k,76,91,83994,Mahindra,1
young,Kolkata,70k-90k,46,55,101888,Mahindra,1
young,Kolkata,30k-50k,59,89,192805,KTM,0
old,Mumbai,90k-110k,44,105,146826,Suzuki,0
old,Bangalore,90k-110k,72,105,154805,Royal Enfield,1
middle-aged,Delhi,90k-110k,56,118,94713,Royal Enfield,1
middle-aged,Mumbai,70k-90k,70,75,192115,Suzuki,1
middle-aged,Pune,30k-50k,71,51,157430,KTM,1
middle-aged,Hyderabad,50k-70k,36,126,74782,KTM,0
old,Kolkata,30k-50k,39,51,105527,Hero,1
young,Kolkata,30k-50k,43,83,161399,Kawasaki,0
young,Mumbai,50k-70k,40,126,129820,Suzuki,1
middle-aged,Pune,30k-50k,51,62,100747,Mahindra,1
old,Delhi,90k-110k,61,67,155860,Hero,1
middle-aged,Kolkata,50k-70k,49,124,50083,Suzuki,0
middle-aged,Pune,30k-50k,68,119,145925,Yamaha,0
old,Delhi,50k-70k,78,74,106901,Hero,1
young,Mumbai,50k-70k,59,61,107248,Honda,1
young,Kolkata,70k-90k,61,118,86322,Honda,1
middle-aged,Chennai,50k-70k,73,114,195126,Kawasaki,1
old,Chennai,50k-70k,69,113,58439,Bajaj,0
young,Kolkata,70k-90k,59,91,143612,Bajaj,1
young,Bangalore,70k-90k,42,61,104520,Hero,1
old,Kolkata,90k-110k,53,85,79929,Yamaha,0
old,Kolkata,90k-110k,73,108,162972,Kawasaki,0
young,Kolkata,50k-70k,70,108,70962,Mahindra,0
middle-aged,Mumbai,70k-90k,72,126,149736,KTM,1
middle-aged,Kolkata,50k-70k,53,85,79929,Yamaha,0
young,Kolkata,50k-70k,44,61,123286,Yamaha,0
middle-aged,Mumbai,30k-50k,65,81,183195,TVS,1
middle-aged,Kolkata,50k-70k,63,124,150718,TVS,1
old,Chennai,70k-90k,65,55,61790,Hero,0
old,Ahmedabad,30k-50k,38,59,51942,Kawasaki,1
old,Chennai,30k-50k,58,105,178484,Kawasaki,1
middle-aged,Hyderabad,70k-90k,38,105,197329,Suzuki,1
old,Pune,90k-110k,70,108,73873,Mahindra,1
old,Hyderabad,70k-90k,75,102,118495,Yamaha,0
young,Hyderabad,30k-50k,64,92,117273,Hero,1
old,Kolkata,70k-90k,70,101,162142,KTM,1
young,Ahmedabad,70k-90k,39,104,70751,TVS,1
middle-aged,Mumbai,90k-110k,63,114,99264,Honda,0
old,Kolkata,50k-70k,56,124,145448,Hero,0
young,Ahmedabad,70k-90k,47,107,131580,Hero,0
young,Kolkata,50k-70k,69,126,141382,Royal Enfield,1
young,Pune,70k-90k,73,113,164902,Mahindra,0
middle-aged,Delhi,70k-90k,39,103,198591,Royal Enfield,1
old,Hyderabad,90k-110k,48,78,68395,Royal Enfield,0
middle-aged,Ahmedabad,70k-90k,70,122,125238,Suzuki,1
young,Pune,90k-110k,71,117,114793,KTM,0
middle-aged,Bangalore,70k-90k,42,95,133846,KTM,0
middle-aged,Mumbai,30k-50k,35,94,65274,Yamaha,0
young,Hyderabad,30k-50k,43,61,146802,Kawasaki,0
old,Bangalore,90k-110k,54,90,94903,Hero,1
old,Delhi,70k-90k,45,74,163694,Bajaj,0
middle-aged,Bangalore,30k-50k,49,87,111853,Mahindra,1
old,Ahmedabad,70k-90k,44,109,195697,Mahindra,1
young,Kolkata,90k-110k,65,119,199915,Yamaha,1
old,Chennai,70k-90k,39,85,150833,Suzuki,0
middle-aged,Mumbai,50k-70k,49,92,138415,Royal Enfield,1
young,Ahmedabad,90k-110k,35,102,110920,Suzuki,1
young,Mumbai,90k-110k,66,51,113506,TVS,1
young,Ahmedabad,50k-70k,60,107,185554,Royal Enfield,0
middle-aged,Kolkata,70k-90k,73,123,115743,Royal Enfield,0
middle-aged,Pune,30k-50k,39,58,138192,Bajaj,1
old,Hyderabad,90k-110k,56,124,190772,Hero,1
middle-aged,Hyderabad,90k-110k,76,77,137220,Suzuki,0
young,Hyderabad,30k-50k,52,81,133152,Royal Enfield,0
middle-aged,Bangalore,70k-90k,46,55,101888,Mahindra,1
middle-aged,Mumbai,30k-50k,72,105,195895,Hero,0
old,Ahmedabad,70k-90k,52,50,113306,Kawasaki,0
young,Ahmedabad,50k-70k,65,52,140134,Royal Enfield,0
old,Pune,30k-50k,67,84,169014,Suzuki,0
old,Hyderabad,90k-110k,39,112,135239,KTM,1
old,Hyderabad,30k-50k,41,56,64842,KTM,0
young,Delhi,90k-110k,62,119,99989,Honda,0
old,Hyderabad,50k-70k,53,58,62051,Royal Enfield,0
young,Delhi,70k-90k,46,116,124758,TVS,1
old,Bangalore,90k-110k,70,73,74177,Hero,1
old,Ahmedabad,30k-50k,57,69,87209,Mahindra,0
young,Delhi,50k-70k,46,124,130673,Kawasaki,0
middle-aged,Ahmedabad,90k-110k,53,125,146654,Suzuki,1
old,Hyderabad,30k-50k,53,98,44036,Kawasaki,1
middle-aged,Ahmedabad,50k-70k,50,99,154100,Kawasaki,0
old,Chennai,30k-50k,50,107,164938,Hero,0
middle-aged,Kolkata,70k-90k,75,78,88871,Bajaj,0
middle-aged,Hyderabad,90k-110k,49,95,91218,Mahindra,0
middle-aged,Mumbai,30k-50k,59,112,64637,Hero,1
middle-aged,Pune,50k-70k,69,101,146658,TVS,0
middle-aged,Kolkata,70k-90k,58,98,46972,Hero,0
young,Bangalore,30k-50k,70,120,150242,Mahindra,1
middle-aged,Kolkata,90k-110k,38,93,149280,Suzuki,0
young,Mumbai,50k-70k,51,100,108824,Hero,0
old,Hyderabad,50k-70k,65,117,68976,Suzuki,0
young,Ahmedabad,70k-90k,65,104,54292,Bajaj,1
middle-aged,Pune,30k-50k,73,112,48482,Kawasaki,1
young,Mumbai,70k-90k,42,66,96127,Yamaha,1
middle-aged,Bangalore,50k-70k,75,76,132356,Hero,1
young,Mumbai,90k-110k,77,84,176177,Mahindra,0
old,Delhi,50k-70k,51,114,180694,Bajaj,0
middle-aged,Pune,30k-50k,62,95,111300,Royal Enfield,1
middle-aged,Pune,50k-70k,36,50,183876,Yamaha,0
young,Kolkata,90k-110k,50,127,125494,Yamaha,1
young,Chennai,90k-110k,63,125,188878,TVS,1
young,Chennai,70k-90k,59,125,169266,Royal Enfield,1
young,Chennai,50k-70k,60,107,128085,KTM,1
young,Bangalore,30k-50k,60,102,135713,Yamaha,0
middle-aged,Chennai,90k-110k,67,85,99486,Mahindra,0
old,Ahmedabad,90k-110k,55,112,90715,Royal Enfield,1
young,Pune,30k-50k,70,120,150242,Mahindra,0
middle-aged,Hyderabad,50k-70k,74,111,178035,Kawasaki,1
old,Pune,90k-110k,71,91,166872,TVS,1
old,Kolkata,70k-90k,73,58,125060,KTM,1
young,Mumbai,90k-110k,68,122,174334,TVS,1
middle-aged,Delhi,30k-50k,56,124,145448,Hero,1
middle-aged,Hyderabad,50k-70k,62,77,187233,Hero,0
middle-aged,Chennai,90k-110k,74,114,77038,Kawasaki,0
middle-aged,Chennai,90k-110k,36,66,75568,Bajaj,0
middle-aged,Hyderabad,50k-70k,67,66,153384,Royal Enfield,0
old,Ahmedabad,50k-70k,73,85,170320,Honda,0
old,Chennai,70k-90k,61,59,134648,KTM,1
old,Delhi,90k-110k,61,121,55801,Honda,1
middle-aged,Kolkata,70k-90k,69,103,121514,Yamaha,1
old,Hyderabad,70k-90k,36,57,134751,Kawasaki,0
old,Hyderabad,30k-50k,62,112,166649,Kawasaki,1
young,Ahmedabad,90k-110k,64,125,165211,Royal Enfield,0
old,Chennai,50k-70k,60,62,67772,Bajaj,1
young,Mumbai,70k-90k,75,120,139018,KTM,1
middle-aged,Bangalore,30k-50k,71,82,92137,Hero,1
middle-aged,Delhi,30k-50k,72,81,86462,Honda,1
middle-aged,Kolkata,90k-110k,60,62,67772,Bajaj,0
middle-aged,Pune,30k-50k,71,75,89167,TVS,0
old,Mumbai,30k-50k,56,85,189006,Yamaha,1
young,Delhi,90k-110k,77,89,122422,Suzuki,0
middle-aged,Pune,70k-90k,36,78,140498,Royal Enfield,0
middle-aged,Delhi,30k-50k,78,119,145190,TVS,1
young,Bangalore,70k-90k,40,66,119603,Kawasaki,0
young,Ahmedabad,70k-90k,42,89,121990,Suzuki,1
young,Bangalore,70k-90k,65,119,124981,Hero,0
young,Pune,50k-70k,63,125,188878,TVS,1
young,Ahmedabad,90k-110k,55,68,186339,Mahindra,1
old,Pune,90k-110k,42,96,194641,Honda,0
young,Kolkata,70k-90k,59,113,82262,Royal Enfield,1
old,Chennai,30k-50k,66,86,187181,Yamaha,1
young,Hyderabad,50k-70k,48,101,173344,Royal Enfield,1
young,Pune,50k-70k,53,111,117686,Honda,0
middle-aged,Ahmedabad,90k-110k,44,105,48655,Kawasaki,0
middle-aged,Bangalore,50k-70k,70,73,74177,Hero,0
middle-aged,Kolkata,70k-90k,73,106,175049,Kawasaki,1
middle-aged,Delhi,70k-90k,73,64,153084,Royal Enfield,1
middle-aged,Hyderabad,90k-110k,78,74,44368,Yamaha,1
middle-aged,Chennai,90k-110k,70,108,73873,Mahindra,1
young,Mumbai,50k-70k,53,50,115805,Suzuki,1
young,Delhi,30k-50k,37,79,76222,Honda,0
middle-aged,Hyderabad,50k-70k,69,63,111445,Yamaha,1
middle-aged,Kolkata,90k-110k,40,75,180019,TVS,0
middle-aged,Mumbai,70k-90k,64,124,151983,KTM,0
young,Hyderabad,70k-90k,36,60,106224,Royal Enfield,0
middle-aged,Delhi,30k-50k,68,59,57026,Mahindra,0
middle-aged,Bangalore,30k-50k,75,97,117309,Honda,0
young,Kolkata,50k-70k,73,112,48482,Kawasaki,1
young,Mumbai,70k-90k,61,118,90766,Mahindra,1
old,Ahmedabad,50k-70k,44,64,82897,Bajaj,0
middle-aged,Pune,30k-50k,38,124,79851,Hero,1
young,Bangalore,90k-110k,42,55,193594,Kawasaki,0
old,Pune,50k-70k,35,99,156196,Yamaha,1
young,Pune,50k-70k,47,108,195462,Kawasaki,1
old,Mumbai,70k-90k,38,62,144588,TVS,0
old,Chennai,70k-90k,58,95,77798,Royal Enfield,0
middle-aged,Hyderabad,70k-90k,47,68,66948,Honda,0
middle-aged,Hyderabad,50k-70k,38,84,124308,TVS,0
old,Ahmedabad,70k-90k,51,78,190701,Kawasaki,1
middle-aged,Chennai,70k-90k,70,93,120349,Kawasaki,1
young,Kolkata,30k-50k,65,110,100022,TVS,1
young,Mumbai,70k-90k,64,54,128821,Royal Enfield,1
old,Hyderabad,90k-110k,71,58,50861,Mahindra,0
old,Chennai,30k-50k,74,104,87539,Bajaj,0
young,Delhi,50k-70k,53,93,155769,Royal Enfield,0
young,Delhi,50k-70k,55,94,109888,Bajaj,1
old,Chennai,70k-90k,49,84,125144,Honda,1
young,Hyderabad,90k-110k,51,67,103052,Suzuki,0
young,Pune,30k-50k,60,66,142662,Kawasaki,1
old,Pune,70k-90k,62,64,66369,Kawasaki,1
middle-aged,Chennai,30k-50k,57,72,146565,Yamaha,0
young,Kolkata,70k-90k,66,59,63515,Suzuki,1
middle-aged,Pune,30k-50k,68,62,93892,KTM,0
middle-aged,Kolkata,30k-50k,72,68,52572,KTM,1
young,Delhi,50k-70k,61,92,156743,Honda,1
middle-aged,Bangalore,30k-50k,63,98,146192,Suzuki,1
old,Mumbai,90k-110k,56,124,190772,Hero,1
young,Bangalore,50k-70k,42,90,117181,Mahindra,0
young,Kolkata,70k-90k,74,56,83767,Honda,1
middle-aged,Ahmedabad,70k-90k,68,119,145925,Yamaha,0
young,Ahmedabad,30k-50k,60,62,46431,Yamaha,1
young,Pune,50k-70k,37,79,161265,Bajaj,1
middle-aged,Bangalore,50k-70k,76,106,114027,Bajaj,1
middle-aged,Kolkata,70k-90k,67,104,56879,KTM,1
young,Hyderabad,90k-110k,58,117,122572,Yamaha,0
young,Bangalore,90k-110k,46,106,190154,Kawasaki,0
old,Delhi,50k-70k,46,52,54207,TVS,0
old,Ahmedabad,50k-70k,49,97,169074,Bajaj,0
young,Kolkata,70k-90k,66,75,165465,Kawasaki,0
young,Delhi,50k-70k,38,59,51942,Kawasaki,0
old,Bangalore,70k-90k,65,88,189512,Suzuki,1
middle-aged,Chennai,90k-110k,39,63,199260,Hero,0
young,Chennai,50k-70k,36,118,194453,Royal Enfield,0
old,Mumbai,90k-110k,35,94,95428,KTM,0
old,Ahmedabad,90k-110k,36,74,114658,Royal Enfield,0
young,Hyderabad,30k-50k,68,74,44364,TVS,0
young,Chennai,70k-90k,75,101,189093,Kawasaki,0
old,Hyderabad,70k-90k,58,74,73685,Honda,0
young,Mumbai,70k-90k,67,103,98304,KTM,1
middle-aged,Bangalore,30k-50k,39,85,150833,Suzuki,1
young,Ahmedabad,70k-90k,78,57,117495,Yamaha,1
old,Ahmedabad,30k-50k,37,75,66588,Suzuki,1
old,Mumbai,50k-70k,64,69,129464,Bajaj,1
young,Mumbai,30k-50k,73,106,130489,Royal Enfield,1
old,Ahmedabad,90k-110k,45,122,145164,Hero,1
middle-aged,Mumbai,70k-90k,40,55,86215,Kawasaki,1
young,Hyderabad,30k-50k,45,91,95667,Bajaj,0
young,Delhi,30k-50k,73,84,147088,Bajaj,0
old,Hyderabad,30k-50k,58,70,157034,Royal Enfield,0
middle-aged,Hyderabad,30k-50k,52,96,53340,Bajaj,0
young,Mumbai,50k-70k,35,58,135655,KTM,0
old,Pune,50k-70k,49,103,81500,Yamaha,0
young,Ahmedabad,50k-70k,52,108,162066,Kawasaki,0
middle-aged,Kolkata,70k-90k,66,70,91819,Hero,1
old,Bangalore,30k-50k,73,83,67932,Bajaj,0
young,Delhi,50k-70k,41,123,52625,Bajaj,0
old,Kolkata,70k-90k,58,87,66462,Suzuki,0
old,Bangalore,90k-110k,35,78,148143,Suzuki,1
middle-aged,Hyderabad,90k-110k,65,117,58481,Mahindra,1
middle-aged,Ahmedabad,70k-90k,49,108,130268,Hero,1
young,Ahmedabad,30k-50k,58,74,73685,Honda,0
old,Delhi,30k-50k,43,67,86321,Honda,0
old,Hyderabad,90k-110k,55,78,105160,Mahindra,1
old,Bangalore,30k-50k,58,104,176631,Honda,0
young,Chennai,30k-50k,69,76,54737,Mahindra,1
middle-aged,Bangalore,30k-50k,45,72,163833,Yamaha,0
middle-aged,Chennai,30k-50k,48,86,80713,Hero,0
old,Hyderabad,50k-70k,54,51,138968,TVS,0
young,Ahmedabad,50k-70k,52,107,94385,TVS,0
old,Chennai,30k-50k,42,93,137948,Bajaj,0
middle-aged,Pune,70k-90k,77,92,141003,Bajaj,1
old,Bangalore,50k-70k,45,73,176826,Suzuki,1
old,Hyderabad,30k-50k,42,66,96127,Yamaha,0
old,Ahmedabad,50k-70k,40,75,180019,TVS,0
middle-aged,Hyderabad,70k-90k,67,124,70572,KTM,0
young,Chennai,70k-90k,76,67,111005,Royal Enfield,0
old,Pune,50k-70k,78,122,91279,Suzuki,1
middle-aged,Delhi,30k-50k,63,85,58925,Royal Enfield,0
old,Chennai,30k-50k,42,120,50895,Bajaj,1
young,Mumbai,90k-110k,66,99,166772,Mahindra,0
old,Delhi,30k-50k,76,122,158476,TVS,1
young,Hyderabad,70k-90k,48,95,57746,Suzuki,1
middle-aged,Ahmedabad,70k-90k,56,110,195779,Royal Enfield,0
young,Ahmedabad,70k-90k,74,105,160047,Hero,1
young,Pune,90k-110k,63,97,140516,Bajaj,0
middle-aged,Ahmedabad,90k-110k,70,93,120349,Kawasaki,0
young,Delhi,90k-110k,73,116,78160,Honda,1
young,Ahmedabad,70k-90k,52,62,173753,Kawasaki,0
middle-aged,Delhi,50k-70k,71,91,166872,TVS,0
young,Hyderabad,30k-50k,78,64,59261,Yamaha,1
young,Mumbai,30k-50k,37,109,134410,Kawasaki,1
old,Mumbai,50k-70k,55,122,140496,Royal Enfield,0
young,Mumbai,50k-70k,66,59,74985,Mahindra,0
young,Mumbai,30k-50k,54,118,125406,Hero,0
young,Pune,30k-50k,74,125,184749,Mahindra,1
middle-aged,Ahmedabad,90k-110k,36,108,193233,Suzuki,1
young,Mumbai,90k-110k,48,77,163119,Suzuki,0
middle-aged,Ahmedabad,50k-70k,50,87,77617,Hero,1
middle-aged,Pune,50k-70k,52,125,187074,Yamaha,1
young,Pune,70k-90k,55,103,111507,Suzuki,1
young,Kolkata,50k-70k,61,74,150843,Mahindra,0
young,Hyderabad,50k-70k,41,63,73877,TVS,1
young,Kolkata,70k-90k,36,123,184790,Kawasaki,1
young,Ahmedabad,30k-50k,36,72,158930,Bajaj,0
young,Mumbai,90k-110k,63,71,91598,Mahindra,1
young,Pune,70k-90k,39,56,106502,Royal Enfield,0
middle-aged,Delhi,50k-70k,42,98,56856,Bajaj,1
old,Chennai,50k-70k,64,122,119542,Mahindra,0
middle-aged,Chennai,30k-50k,70,123,156260,Mahindra,0
young,Ahmedabad,90k-110k,56,73,146499,Honda,0
old,Kolkata,90k-110k,67,114,130322,Bajaj,1
old,Mumbai,90k-110k,59,98,161174,Yamaha,1
young,Bangalore,90k-110k,38,62,144588,TVS,1
young,Chennai,30k-50k,38,63,115327,TVS,1
middle-aged,Hyderabad,70k-90k,66,99,98847,Hero,1
old,Hyderabad,30k-50k,36,125,136115,Honda,0
old,Pune,50k-70k,74,66,70442,Kawasaki,1
young,Hyderabad,30k-50k,76,68,64156,Mahindra,1
young,Pune,50k-70k,40,98,105821,Mahindra,0
old,Chennai,30k-50k,48,70,80404,Kawasaki,0
old,Delhi,90k-110k,56,52,82138,Mahindra,0
young,Chennai,90k-110k,47,99,78381,TVS,1
young,Kolkata,70k-90k,72,68,108829,TVS,1
young,Hyderabad,90k-110k,56,85,85256,Yamaha,1
middle-aged,Ahmedabad,30k-50k,55,59,58799,Yamaha,0
middle-aged,Mumbai,50k-70k,36,87,179383,Royal Enfield,0
young,Mumbai,70k-90k,75,79,143318,Yamaha,1
middle-aged,Ahmedabad,70k-90k,73,84,147088,Bajaj,0
old,Pune,30k-50k,68,124,62316,Suzuki,0
old,Chennai,30k-50k,67,65,115356,Mahindra,0
young,Bangalore,90k-110k,55,70,48722,Honda,1
old,Kolkata,90k-110k,55,62,165282,Kawasaki,1
old,Pune,90k-110k,50,65,185044,KTM,0
old,Chennai,70k-90k,68,77,82562,Bajaj,1
